da/a1,da/a2,da/a3,de/abs_rel,de/log_rms,de/rms,de/sq_rel,epoch,loss,loss/0,loss/1,loss/2,photo_loss/0,photo_loss/1,photo_loss/2,smooth_loss/0,smooth_loss/1,smooth_loss/2,smooth_loss_weighted/0,smooth_loss_weighted/1,smooth_loss_weighted/2,step,teacher_gradient/error_mean/0,teacher_gradient/loss/0,teacher_gradient/weight/0,teacher_gradient/weighted_loss/0,teacher_ranking/agreement/0,teacher_ranking/loss/0,teacher_ranking/valid_ratio/0,teacher_ranking/weight/0,teacher_ranking/weight_mean/0,teacher_ranking/weighted_loss/0,teacher_structure/diff_mean/0,teacher_structure/loss/0,teacher_structure/texture_boost_mean/0,teacher_structure/total_weighted/0,teacher_structure/weight/0,teacher_structure/weighted_loss/0,texture_ambiguity/mean/0,texture_ambiguity/photo_margin_mean/0,texture_ambiguity/ratio/0,texture_ambiguity/self_similarity_mean/0,texture_ambiguity/source_gap_mean/0
0.5439966917037964,0.8545429706573486,0.9183985590934753,0.5702410340309143,0.5179972648620605,3.8187308311462402,7.030327320098877,29,0.07551425695419312,0.07910599559545517,0.07358911633491516,0.07384763658046722,0.07371498644351959,0.07357047498226166,0.07382912188768387,0.01828833483159542,0.03727849945425987,0.0740475058555603,1.8288335922989063e-05,1.863924990175292e-05,1.8511876987759024e-05,10624,0.00725915189832449,0.0073058707639575005,0.005027013830840588,3.672671300591901e-05,0.9818819165229797,0.2938924729824066,0.83544921875,0.010054027661681175,0.9133970141410828,0.002954802941530943,0.1580926477909088,0.1578928828239441,1.1319403648376465,0.005372718907892704,0.015081041492521763,0.002381189027801156,0.5277616381645203,0.09194391965866089,0.4097079932689667,0.7674923539161682,0.07518162578344345
