da/a1,da/a2,da/a3,de/abs_rel,de/log_rms,de/rms,de/sq_rel,epoch,loss,loss/0,loss/1,loss/2,photo_loss/0,photo_loss/1,photo_loss/2,smooth_loss/0,smooth_loss/1,smooth_loss/2,smooth_loss_weighted/0,smooth_loss_weighted/1,smooth_loss_weighted/2,step,teacher_gradient/error_mean/0,teacher_gradient/loss/0,teacher_gradient/weight/0,teacher_gradient/weighted_loss/0,teacher_ranking/agreement/0,teacher_ranking/loss/0,teacher_ranking/valid_ratio/0,teacher_ranking/weight/0,teacher_ranking/weight_mean/0,teacher_ranking/weighted_loss/0,teacher_structure/diff_mean/0,teacher_structure/loss/0,teacher_structure/texture_boost_mean/0,teacher_structure/total_weighted/0,teacher_structure/weight/0,teacher_structure/weighted_loss/0,texture_ambiguity/mean/0,texture_ambiguity/photo_margin_mean/0,texture_ambiguity/ratio/0,texture_ambiguity/self_similarity_mean/0,texture_ambiguity/source_gap_mean/0
0.18047970533370972,0.42674922943115234,0.6521631479263306,0.6129991412162781,0.7359324097633362,4.240627288818359,1.6600250005722046,0,0.1556348204612732,0.15555904805660248,0.15537475049495697,0.15597063302993774,0.15546391904354095,0.15537185966968536,0.1559615284204483,0.00023261539172381163,0.0057669407688081264,0.03640565276145935,2.3261540604835318e-07,2.883470415326883e-06,9.101413525058888e-06,0,0.07859598100185394,0.07801182568073273,1.9999999494757503e-05,1.5602364555888926e-06,0.4948738217353821,0.8195241689682007,0.8255208730697632,3.9999998989515007e-05,0.9053702354431152,3.2780964829726145e-05,1.0080304145812988,1.009242057800293,1.1337523460388184,9.489571675658226e-05,5.999999848427251e-05,6.055452104192227e-05,0.5350093841552734,0.009178336709737778,0.4424275755882263,0.7547038793563843,0.11328580975532532
