da/a1,da/a2,da/a3,de/abs_rel,de/log_rms,de/rms,de/sq_rel,epoch,loss,loss/0,loss/1,loss/2,photo_loss/0,photo_loss/1,photo_loss/2,smooth_loss/0,smooth_loss/1,smooth_loss/2,smooth_loss_weighted/0,smooth_loss_weighted/1,smooth_loss_weighted/2,step,temporal_geo/log_depth_error_mean/0,temporal_geo/loss/0,temporal_geo/projection_invalid_ratio/0,temporal_geo/projection_valid_ratio/0,temporal_geo/visibility_mask_ratio/0,temporal_geo/weight/0,temporal_geo/weighted_loss/0
0.17962361872196198,0.4321224093437195,0.6626903414726257,0.5728684067726135,0.7105608582496643,3.981208562850952,1.5046659708023071,0,0.13654503226280212,0.13749007880687714,0.13590839505195618,0.13623662292957306,0.13596537709236145,0.13590410351753235,0.13623061776161194,0.002340711886063218,0.008589094504714012,0.024037480354309082,2.340711944270879e-06,4.294547579775099e-06,6.009370281390147e-06,200,0.02096896804869175,0.010149037465453148,0.023818939924240112,0.9761810302734375,0.09543795883655548,0.15000000596046448,0.0015223557129502296
