da/a1,da/a2,da/a3,de/abs_rel,de/log_rms,de/rms,de/sq_rel,epoch,loss,loss/0,loss/1,loss/2,photo_loss/0,photo_loss/1,photo_loss/2,smooth_loss/0,smooth_loss/1,smooth_loss/2,smooth_loss_weighted/0,smooth_loss_weighted/1,smooth_loss_weighted/2,step,temporal_geo/log_depth_error_mean/0,temporal_geo/loss/0,temporal_geo/projection_invalid_ratio/0,temporal_geo/projection_valid_ratio/0,temporal_geo/visibility_mask_ratio/0,temporal_geo/weight/0,temporal_geo/weighted_loss/0
0.1737787276506424,0.41202667355537415,0.6481746435165405,0.5938301682472229,0.7300490736961365,4.018994331359863,1.5698460340499878,0,0.13563595712184906,0.13676899671554565,0.13520225882530212,0.1349366009235382,0.13525506854057312,0.13519783318042755,0.13493026793003082,0.0002212020626757294,0.008857904002070427,0.025328125804662704,2.212020717706764e-07,4.428952252055751e-06,6.332031716738129e-06,200,0.0010193013586103916,0.010091344825923443,0.015960007905960083,0.9840400218963623,0.9840400218963623,0.15000000596046448,0.0015137017471715808
