da/a1,da/a2,da/a3,de/abs_rel,de/log_rms,de/rms,de/sq_rel,epoch,loss,loss/0,loss/1,loss/2,photo_loss/0,photo_loss/1,photo_loss/2,smooth_loss/0,smooth_loss/1,smooth_loss/2,smooth_loss_weighted/0,smooth_loss_weighted/1,smooth_loss_weighted/2,step,temporal_geo/log_depth_error_mean/0,temporal_geo/loss/0,temporal_geo/projection_invalid_ratio/0,temporal_geo/projection_valid_ratio/0,temporal_geo/visibility_mask_ratio/0,temporal_geo/weight/0,temporal_geo/weighted_loss/0
0.17416243255138397,0.4129973351955414,0.6487603783607483,0.5930012464523315,0.729758083820343,4.018853187561035,1.5682960748672485,0,0.13519100844860077,0.13637299835681915,0.134550079703331,0.13464991748332977,0.1348579078912735,0.13453921675682068,0.1346426010131836,0.00031757005490362644,0.021726034581661224,0.029237858951091766,3.175700840074569e-07,1.086301745090168e-05,7.309465217986144e-06,200,0.001059895846992731,0.010098490864038467,0.018701136112213135,0.9812988638877869,0.9812988638877869,0.15000000596046448,0.0015147736994549632
