da/a1,da/a2,da/a3,de/abs_rel,de/log_rms,de/rms,de/sq_rel,epoch,loss,loss/0,loss/1,loss/2,photo_loss/0,photo_loss/1,photo_loss/2,smooth_loss/0,smooth_loss/1,smooth_loss/2,smooth_loss_weighted/0,smooth_loss_weighted/1,smooth_loss_weighted/2,step,temporal_geo/log_depth_error_mean/0,temporal_geo/loss/0,temporal_geo/projection_invalid_ratio/0,temporal_geo/projection_valid_ratio/0,temporal_geo/visibility_mask_ratio/0,temporal_geo/weight/0,temporal_geo/weighted_loss/0,texture_ambiguity/mean/0,texture_ambiguity/mean/1,texture_ambiguity/mean/2,texture_ambiguity/photo_loss_after/0,texture_ambiguity/photo_loss_after/1,texture_ambiguity/photo_loss_after/2,texture_ambiguity/photo_loss_before/0,texture_ambiguity/photo_loss_before/1,texture_ambiguity/photo_loss_before/2,texture_ambiguity/photo_margin_mean/0,texture_ambiguity/photo_margin_mean/1,texture_ambiguity/photo_margin_mean/2,texture_ambiguity/photo_multiplier_mean/0,texture_ambiguity/photo_multiplier_mean/1,texture_ambiguity/photo_multiplier_mean/2,texture_ambiguity/ratio/0,texture_ambiguity/ratio/1,texture_ambiguity/ratio/2,texture_ambiguity/self_similarity_mean/0,texture_ambiguity/self_similarity_mean/1,texture_ambiguity/self_similarity_mean/2,texture_ambiguity/source_gap_mean/0,texture_ambiguity/source_gap_mean/1,texture_ambiguity/source_gap_mean/2
0.17387627065181732,0.41204899549484253,0.648341715335846,0.5924951434135437,0.7302308678627014,4.020364761352539,1.5671942234039307,0,0.1271904706954956,0.12849003076553345,0.12650221586227417,0.1265791356563568,0.12657348811626434,0.12649765610694885,0.12657123804092407,0.0006879814900457859,0.009110648185014725,0.03159672021865845,6.879815259708266e-07,4.555324267130345e-06,7.899180673121009e-06,200,0.00687788799405098,0.01277241948992014,0.0198822021484375,0.9801177978515625,0.9801177978515625,0.15000000596046448,0.0019158630166202784,0.5061338543891907,0.5058555006980896,0.506567120552063,0.12657348811626434,0.12649765610694885,0.12657123804092407,0.13495877385139465,0.13486963510513306,0.13494683802127838,0.003472723066806793,0.0034163151867687702,0.0032676204573363066,0.9114266633987427,0.9114753007888794,0.9113507866859436,0.35094401240348816,0.3498392701148987,0.34969890117645264,0.7560669183731079,0.7560669183731079,0.7560669183731079,0.11055120825767517,0.1107747033238411,0.11087221652269363
