da/a1,da/a2,da/a3,de/abs_rel,de/log_rms,de/rms,de/sq_rel,epoch,feature_consistency/error_mean/2,feature_consistency/loss/2,feature_consistency/mask_ratio/2,feature_consistency/weight/2,feature_consistency/weighted_loss/2,loss,loss/0,loss/1,loss/2,photo_loss/0,photo_loss/1,photo_loss/2,smooth_loss/0,smooth_loss/1,smooth_loss/2,smooth_loss_weighted/0,smooth_loss_weighted/1,smooth_loss_weighted/2,step,temporal_geo/log_depth_error_mean/0,temporal_geo/loss/0,temporal_geo/projection_invalid_ratio/0,temporal_geo/projection_valid_ratio/0,temporal_geo/visibility_mask_ratio/0,temporal_geo/weight/0,temporal_geo/weighted_loss/0,texture_ambiguity/mean/0,texture_ambiguity/mean/1,texture_ambiguity/mean/2,texture_ambiguity/photo_loss_after/0,texture_ambiguity/photo_loss_after/1,texture_ambiguity/photo_loss_after/2,texture_ambiguity/photo_loss_before/0,texture_ambiguity/photo_loss_before/1,texture_ambiguity/photo_loss_before/2,texture_ambiguity/photo_margin_mean/0,texture_ambiguity/photo_margin_mean/1,texture_ambiguity/photo_margin_mean/2,texture_ambiguity/photo_multiplier_mean/0,texture_ambiguity/photo_multiplier_mean/1,texture_ambiguity/photo_multiplier_mean/2,texture_ambiguity/ratio/0,texture_ambiguity/ratio/1,texture_ambiguity/ratio/2,texture_ambiguity/self_similarity_mean/0,texture_ambiguity/self_similarity_mean/1,texture_ambiguity/self_similarity_mean/2,texture_ambiguity/source_gap_mean/0,texture_ambiguity/source_gap_mean/1,texture_ambiguity/source_gap_mean/2
0.17399540543556213,0.4131971299648285,0.648844301700592,0.5923641920089722,0.7290846109390259,4.017553329467773,1.5657761096954346,0,0.14702805876731873,0.14702805876731873,0.97119140625,0.0020000000949949026,0.00029405613895505667,0.1271262764930725,0.12828078866004944,0.12649238109588623,0.12660565972328186,0.1265026330947876,0.12648867070674896,0.12630607187747955,0.00021911889780312777,0.007409197278320789,0.022090503945946693,2.1911890257797495e-07,3.704598839249229e-06,5.522626452147961e-06,200,0.00566160399466753,0.011852893978357315,0.01769372820854187,0.9823062419891357,0.9823062419891357,0.15000000596046448,0.001777934143319726,0.5066832900047302,0.5064734816551208,0.5068348050117493,0.1265026330947876,0.12648867070674896,0.12630607187747955,0.13488119840621948,0.1348642110824585,0.13467104732990265,0.0033864511642605066,0.003132081823423505,0.0037745258305221796,0.9113304615020752,0.9113671183586121,0.9113038778305054,0.35048624873161316,0.350067138671875,0.35037028789520264,0.7560669183731079,0.7560669183731079,0.7560669183731079,0.11127707362174988,0.111448273062706,0.11118454486131668
