da/a1,da/a2,da/a3,de/abs_rel,de/log_rms,de/rms,de/sq_rel,epoch,feature_consistency/error_mean/2,feature_consistency/loss/2,feature_consistency/mask_ratio/2,feature_consistency/weight/2,feature_consistency/weighted_loss/2,loss,loss/0,loss/1,loss/2,photo_loss/0,photo_loss/1,photo_loss/2,smooth_loss/0,smooth_loss/1,smooth_loss/2,smooth_loss_weighted/0,smooth_loss_weighted/1,smooth_loss_weighted/2,step,temporal_geo/log_depth_error_mean/0,temporal_geo/loss/0,temporal_geo/projection_invalid_ratio/0,temporal_geo/projection_valid_ratio/0,temporal_geo/visibility_mask_ratio/0,temporal_geo/weight/0,temporal_geo/weighted_loss/0
0.1729351282119751,0.41012975573539734,0.6464065313339233,0.5961335301399231,0.7315720319747925,4.021327018737793,1.5757533311843872,0,0.06561893969774246,0.06561893969774246,0.9719021320343018,0.004999999888241291,0.0003280946984887123,0.1358165144920349,0.1369505673646927,0.13516728579998016,0.1353316754102707,0.13516837358474731,0.13516369462013245,0.13499769568443298,0.00041811377741396427,0.007173163816332817,0.02355004847049713,4.181137853720429e-07,3.5865821246261476e-06,5.887512543267803e-06,200,0.005728500429540873,0.011878497898578644,0.01880490779876709,0.9811950922012329,0.9811950922012329,0.15000000596046448,0.0017817748012021184
