da/a1,da/a2,da/a3,de/abs_rel,de/log_rms,de/rms,de/sq_rel,epoch,loss,loss/0,loss/1,loss/2,photo_loss/0,photo_loss/1,photo_loss/2,sky_far/loss/0,sky_far/lower_ratio_mean/0,sky_far/separation_mean/0,sky_far/sky_ratio_mean/0,sky_far/valid_image_ratio/0,sky_far/weight/0,sky_far/weighted_loss/0,smooth_loss/0,smooth_loss/1,smooth_loss/2,smooth_loss_weighted/0,smooth_loss_weighted/1,smooth_loss_weighted/2,step,structure_boundary/mean/0,structure_boundary/ratio/0,structure_boundary/teacher_boost_max/0,structure_boundary/teacher_boost_mean/0,structure_lower_reference/mean/0,structure_rgb_edge/mean/0,structure_rgb_edge/ratio/0,structure_sky/mean/0,structure_sky/ratio/0,structure_teacher_edge/mean/0,teacher_gradient/error_mean/0,teacher_gradient/loss/0,teacher_gradient/weight/0,teacher_gradient/weighted_loss/0,teacher_ranking/agreement/0,teacher_ranking/loss/0,teacher_ranking/valid_ratio/0,teacher_ranking/weight/0,teacher_ranking/weight_mean/0,teacher_ranking/weighted_loss/0,teacher_structure/diff_mean/0,teacher_structure/loss/0,teacher_structure/texture_boost_mean/0,teacher_structure/total_weighted/0,teacher_structure/weight/0,teacher_structure/weighted_loss/0,texture_ambiguity/mean/0,texture_ambiguity/photo_margin_mean/0,texture_ambiguity/ratio/0,texture_ambiguity/self_similarity_mean/0,texture_ambiguity/source_gap_mean/0
0.4932270348072052,0.844106137752533,0.9151339530944824,0.587134838104248,0.5279715061187744,3.749758720397949,6.828013896942139,29,0.07662888616323471,0.08060372620820999,0.07443581521511078,0.07484709471464157,0.07441883534193039,0.07441704720258713,0.07482852786779404,0.15702594816684723,0.22636350989341736,2.1287784576416016,0.17003749310970306,1.0,0.005027013830840588,0.0007893716101534665,0.018364090472459793,0.03754057735204697,0.07426650077104568,1.8364091374678537e-05,1.8770289898384362e-05,1.856662674981635e-05,10624,0.0041384827345609665,0.0049574109725654125,1.75,1.0031038522720337,0.22636348009109497,0.09185069799423218,0.06649983674287796,0.17003749310970306,0.24073216319084167,0.009381170384585857,0.00724967522546649,0.0073857088573277,0.005027013830840588,3.712806210387498e-05,0.9826611876487732,0.2937474548816681,0.83544921875,0.010054027661681175,0.9145939350128174,0.0029533449560403824,0.15800632536411285,0.15825700759887695,1.1321624517440796,0.006166525650769472,0.015081041492521763,0.002386680571362376,0.5286499857902527,0.09116104990243912,0.4128309488296509,0.7674923539161682,0.07283268868923187
