da/a1,da/a2,da/a3,de/abs_rel,de/log_rms,de/rms,de/sq_rel,epoch,loss,loss/0,loss/1,loss/2,photo_loss/0,photo_loss/1,photo_loss/2,smooth_loss/0,smooth_loss/1,smooth_loss/2,smooth_loss_weighted/0,smooth_loss_weighted/1,smooth_loss_weighted/2,step,teacher_gradient/error_mean/0,teacher_gradient/loss/0,teacher_gradient/weight/0,teacher_gradient/weighted_loss/0,teacher_ranking/agreement/0,teacher_ranking/loss/0,teacher_ranking/valid_ratio/0,teacher_ranking/weight/0,teacher_ranking/weight_mean/0,teacher_ranking/weighted_loss/0,teacher_structure/diff_mean/0,teacher_structure/loss/0,teacher_structure/total_weighted/0,teacher_structure/weight/0,teacher_structure/weighted_loss/0
0.5094969272613525,0.8421737551689148,0.9140180945396423,0.5886591076850891,0.523213267326355,4.491571426391602,8.583428382873535,29,0.07613274455070496,0.07832114398479462,0.07500192523002625,0.07507515698671341,0.07515783607959747,0.07498320937156677,0.07505661994218826,0.01827474683523178,0.03743191063404083,0.07414572685956955,1.8274748072144575e-05,1.8715956684900448e-05,1.8536433344706893e-05,10624,0.007235503289848566,0.007248888723552227,0.005027013830840588,3.6440262192627415e-05,0.9820767641067505,0.2939589023590088,0.83544921875,0.002513506915420294,0.83544921875,0.0007388677331618965,0.15713246166706085,0.15713246166706085,0.003145029302686453,0.015081041492521763,0.0023697211872786283
